SN,Food（100 g）,Food（100 g）,Fiber， total dietary（单位：g）,Water（单位：g）,Protein（单位：g）,Sugars， total（单位：g）,Carbohydrate， by difference（单位：g）,Energy（单位：kcal）,Total lipid (fat)（单位：g）,Sodium， Na（单位：mg）,Potassium， K（单位：mg）,Zinc， Zn（单位：mg）,Iron， Fe（单位：mg）,Calcium， Ca（单位：mg）,Magnesium， Mg（单位：mg）,Phosphorus， P（单位：mg）,Vitamin D (D2 + D3)（单位：&micro;g）,Vitamin C， total ascorbic acid（单位：mg）,Vitamin B-6（单位：mg）,Vitamin A， RAE（单位：&micro;g）,Vitamin B-12（单位：&micro;g）,Folate， DFE（单位：&micro;g）,Niacin（单位：mg）,Riboflavin（单位：mg）,Thiamin（单位：mg）,Vitamin E (alpha-tocopherol)（单位：mg）,Vitamin K (phylloquinone)（单位：&micro;g）,Vitamin A， IU（单位：IU）,Vitamin D（单位：IU）,Cholesterol（单位：mg）,Fatty acids， total saturated（单位：g）,Fatty acids， total monounsaturated（单位：g）,Fatty acids， total trans（单位：g）,Fatty acids， total polyunsaturated（单位：g）,Caffeine（单位：mg）,URL,Category
28125,KEEBLER， SANDIES， Chocolate Chip & Pecan Shortbread Cookies,奇宝，桑迪，巧克力芯片和山核桃脆饼饼干,2.4,2.5,5.6,26.5,59.2,546,32.1,304,123,0.7,2.9,n/a,32,83,0.2,n/a,0.03,n/a,n/a,n/a,2.5,0.22,0.36,n/a,n/a,n/a,6,11,10.7,8.9,0.37,10.4,n/a,http://ndb.nal.usda.gov/ndb/foods/show/7861,Baked Products
28126,KEEBLER， SANDIES， Dark Chocolate Almond Shortbread Cookies,奇宝，桑迪，黑巧克力杏仁脆饼饼干,2.6,2.5,6.1,26.5,59.9,540,31,303,121,0.6,3.1,n/a,32,77,n/a,n/a,0.02,n/a,n/a,n/a,2.5,0.22,0.33,0.45,n/a,n/a,n/a,9,10.8,7,0.37,9.4,n/a,http://ndb.nal.usda.gov/ndb/foods/show/7862,Baked Products
28127,KEEBLER， SANDIES， Pecan Shortbread Cookies,奇宝，桑迪，山核桃脆饼饼干,1.9,3,5,22.5,59,541,31.7,354,87,0.7,3.4,n/a,16,54,n/a,n/a,0.03,n/a,n/a,n/a,2.3,0.21,0.32,n/a,n/a,n/a,n/a,12,9.5,8.4,0.4,11.4,n/a,http://ndb.nal.usda.gov/ndb/foods/show/7863,Baked Products
28128,KEEBLER， SANDIES， Pecan Shortbread Cookies， bite size,奇宝，桑迪，山核桃脆饼饼干，一口大小,1.6,2.8,5,22.5,58.7,547,32.6,333,79,0.6,2.5,n/a,17,64,0,n/a,0.03,n/a,0,n/a,2.8,0.22,0.36,0.45,n/a,n/a,0,5,9.5,9,0.4,11.7,n/a,http://ndb.nal.usda.gov/ndb/foods/show/7864,Baked Products
28129,KEEBLER， SANDIES， Pecan Shortbread Cookies， Reduced Fat,奇宝，桑迪，山核桃脆饼饼干，低脂,2.1,3.9,6.7,23.9,67.1,488,21.8,401,74,0.5,2.8,n/a,16,70,n/a,n/a,0.03,n/a,n/a,n/a,3.4,0.29,0.46,n/a,n/a,n/a,n/a,0,6.6,5.6,0.28,7.8,n/a,http://ndb.nal.usda.gov/ndb/foods/show/7865,Baked Products
28130,KEEBLER， SOFT BATCH， Chocolate Chip Cookies,奇宝，软批，巧克力曲奇饼,1.7,6,3.6,36.9,66.2,477,22.1,350,81,0.5,2.1,n/a,17,138,n/a,n/a,0.01,n/a,n/a,n/a,2,0.15,0.25,n/a,n/a,n/a,n/a,0,9,4.7,0.3,6.8,n/a,http://ndb.nal.usda.gov/ndb/foods/show/7866,Baked Products
28131,KEEBLER， Sweet Cremes Cookies,奇宝，甜饼干霜剂,1.3,2.4,4.5,32,71,469,19.3,267,94,0.5,2.5,n/a,10,43,n/a,n/a,0.02,n/a,n/a,n/a,2.9,0.22,0.36,n/a,n/a,n/a,n/a,0,6.5,6.4,5.42,1.4,n/a,http://ndb.nal.usda.gov/ndb/foods/show/7867,Baked Products
28132,KEEBLER， Toasted Coconut Cookies,奇宝，烤椰子饼干,2.3,2.5,3.8,41.2,69.9,475,20.2,324,121,0.5,2.1,n/a,15,49,n/a,n/a,0.04,n/a,n/a,n/a,2.1,0.17,0.26,n/a,n/a,n/a,n/a,0,10.3,5.2,4.27,1.1,n/a,http://ndb.nal.usda.gov/ndb/foods/show/7868,Baked Products
28133,KEEBLER， TOASTEDS， Buttercrisps Crackers,奇宝，TOASTEDS，Buttercrisps饼干,1.8,2.5,5.5,8.4,65,495,23.7,930,115,n/a,n/a,n/a,n/a,18,n/a,n/a,n/a,n/a,n/a,n/a,3.53,0.3,0.57,n/a,n/a,n/a,n/a,2,4,5.8,0.24,13.7,n/a,http://ndb.nal.usda.gov/ndb/foods/show/7869,Baked Products
28134,KEEBLER， TOASTEDS， Party Pack Cracker Assortment,奇宝，TOASTEDS，甲方包饼干拼盘,2.9,2.5,6.5,7.2,64.4,483,23,904,153,0.5,n/a,n/a,13,261,0,n/a,0.05,n/a,0,n/a,3.7,0.3,0.57,0,n/a,n/a,0,1,3.8,5.8,0.2,13.1,n/a,http://ndb.nal.usda.gov/ndb/foods/show/7870,Baked Products
28135,KEEBLER， TOASTEDS， Onion Crackers,奇宝，TOASTEDS，洋葱饼干,2.2,2,5.7,9.7,67.7,479,20.6,1006,117,n/a,n/a,n/a,n/a,243,n/a,n/a,n/a,n/a,n/a,n/a,3.47,0.3,0.56,n/a,n/a,n/a,n/a,0,3.4,5,0.2,12,n/a,http://ndb.nal.usda.gov/ndb/foods/show/7871,Baked Products
28136,KEEBLER， TOASTEDS， Sesame Crackers,奇宝，TOASTEDS，芝麻饼干,2.8,2,6.6,4.1,62.6,496,24.3,887,141,n/a,n/a,n/a,n/a,281,n/a,n/a,n/a,n/a,n/a,n/a,3.7,0.31,0.61,n/a,n/a,n/a,n/a,0,3.5,5.2,0.2,15.4,n/a,http://ndb.nal.usda.gov/ndb/foods/show/7872,Baked Products
28137,KEEBLER， TOASTEDS， Wheat Crackers,奇宝，TOASTEDS，麦饼干,4,3,8.3,9,66.1,466,20,875,197,n/a,4.2,n/a,33,367,n/a,n/a,n/a,n/a,n/a,n/a,4.3,0.3,0.52,n/a,n/a,n/a,n/a,0,3.2,5,0.18,11.4,n/a,http://ndb.nal.usda.gov/ndb/foods/show/7873,Baked Products
28138,KEEBLER， TOWN HOUSE， Bistro Multigrain Crackers,奇宝，联排别墅，小酒馆杂粮饼干,3.4,2.2,7.3,8.6,67,460,19.5,797,47,n/a,3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.4,0.26,0.42,n/a,n/a,n/a,n/a,4,4.3,6.6,5.1,3.5,n/a,http://ndb.nal.usda.gov/ndb/foods/show/7874,Baked Products
28139,KEEBLER， TOWN HOUSE， FLIPSIDES， Pretzel Crackers， Cheese,奇宝，镇宅，FLIPSIDES，椒盐脆饼饼干，奶酪,2.1,2.4,8,5.4,61.3,476,22.5,1454,93,n/a,3.7,n/a,14,265,0,n/a,n/a,n/a,n/a,n/a,4.2,0.31,0.51,0,n/a,n/a,0,5,4,5,0.2,11.9,n/a,http://ndb.nal.usda.gov/ndb/foods/show/7875,Baked Products
28140,KEEBLER， TOWN HOUSE， FLIPSIDES， Pretzel Crackers， Garlic Herb,奇宝，镇宅，FLIPSIDES，椒盐脆饼饼干，香草蒜,2.2,2.3,6.5,6.6,63,486,23.6,1517,108,n/a,4,n/a,15,260,0,n/a,n/a,n/a,0,n/a,4.3,0.32,0.53,n/a,n/a,n/a,0,0,4.1,5.6,0.23,13.3,n/a,http://ndb.nal.usda.gov/ndb/foods/show/7876,Baked Products
28141,KEEBLER， TOWN HOUSE， FLIPSIDES， Pretzel Crackers， Original,奇宝，镇宅，FLIPSIDES，椒盐脆饼饼干，原,2.1,2.5,6.6,6.8,64.3,487,23.1,1240,99,0.7,3.9,n/a,15,268,n/a,n/a,0.03,n/a,n/a,n/a,4.4,0.33,0.55,n/a,n/a,n/a,n/a,0,3.8,5.6,0.22,13.2,n/a,http://ndb.nal.usda.gov/ndb/foods/show/7877,Baked Products
28142,KEEBLER， TOWN HOUSE， Original Crackers,奇宝，镇宅，原饼干,1.7,3,5.1,6.5,59.8,526,29.6,826,103,n/a,n/a,n/a,n/a,202,n/a,n/a,n/a,n/a,n/a,n/a,3.25,0.28,0.54,n/a,n/a,n/a,n/a,0,4.8,7.9,0.29,16.6,n/a,http://ndb.nal.usda.gov/ndb/foods/show/7878,Baked Products
28143,KEEBLER， TOWN HOUSE， Reduced Fat Crackers,奇宝，镇宅，低脂饼干,2.2,2.65,6.6,8.4,77.1,431,11.3,868,133,0,n/a,n/a,0,220,0,n/a,0,n/a,0,n/a,4.2,0.36,0.69,0,n/a,n/a,0,1,2,2.6,0.1,6.5,n/a,http://ndb.nal.usda.gov/ndb/foods/show/7879,Baked Products
28144,KEEBLER， TOWN HOUSE， FLIPSIDES， Pretzel Crackers， Reduced Fat,奇宝，镇宅，FLIPSIDES，椒盐脆饼饼干，低脂,2.3,2.3,7.2,7.5,70.4,450,16,1288,108,0.8,4.3,n/a,16,293,n/a,n/a,0.03,n/a,n/a,n/a,4.8,0.36,0.6,n/a,n/a,n/a,n/a,0,2.6,3.8,0.1,9.1,n/a,http://ndb.nal.usda.gov/ndb/foods/show/7880,Baked Products
28145,KEEBLER， TOWN HOUSE， TOPPERS， Garlic Herb Crackers,奇宝，镇宅，TOPPERS，大蒜香草饼干,2.8,1.9,6.4,8,71.6,483,19,958,110,n/a,3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.5,0.3,0.57,n/a,n/a,n/a,n/a,0,3,5.4,0.12,10.5,n/a,http://ndb.nal.usda.gov/ndb/foods/show/7881,Baked Products
28146,KEEBLER， TOWN HOUSE， TOPPERS， Multigrain Crackers,奇宝，镇宅，TOPPERS，杂粮饼干,3.4,2.5,7.6,13.7,68.4,462,18.5,871,168,n/a,3.6,n/a,34,287,n/a,n/a,n/a,n/a,n/a,n/a,3.9,0.3,0.46,n/a,n/a,n/a,n/a,0,3,4.5,0.17,10.6,n/a,http://ndb.nal.usda.gov/ndb/foods/show/7882,Baked Products
28147,KEEBLER， TOWN HOUSE， TOPPERS， Original Crackers,奇宝，镇宅，TOPPERS，原饼干,2.6,2.2,7.6,8,66.8,483,20.5,967,112,n/a,3.8,n/a,n/a,227,n/a,n/a,n/a,n/a,n/a,n/a,3.5,0.3,0.58,n/a,n/a,n/a,n/a,0,2.9,5.7,0.11,11.8,n/a,http://ndb.nal.usda.gov/ndb/foods/show/7883,Baked Products
28148,KEEBLER， TOWN HOUSE， Wheat Crackers,奇宝，镇宅，麦饼干,2.8,3,6.3,3.1,63.2,489,24.4,876,134,0.1,n/a,n/a,5,333,0,n/a,0.01,n/a,0,n/a,3.8,0.31,0.56,0,n/a,n/a,0,1,4,6,0.2,14.1,n/a,http://ndb.nal.usda.gov/ndb/foods/show/7884,Baked Products
28149,KEEBLER， TOWN HOUSE， FLATBREAD CRISPS， Sea Salt and Olive Oil Crackers,奇宝，镇宅，大饼薯片，海盐和橄榄油饼干,3.6,2.3,8,5.2,72.8,443,14,942,73,0.3,n/a,n/a,16,53,0,n/a,0.05,n/a,0,n/a,3.3,0.25,0.44,0,n/a,n/a,0,0,2.1,3.1,0.1,7.2,n/a,http://ndb.nal.usda.gov/ndb/foods/show/7885,Baked Products
28150,KEEBLER， TRADITIONS， Iced Lemonade Cookies,奇宝，传统，冰镇柠檬水饼干,1,3.4,4.5,29.9,66.3,502,24.4,262,60,0.3,2.4,n/a,9,60,n/a,n/a,0.01,n/a,n/a,n/a,2.8,0.22,0.32,n/a,n/a,n/a,n/a,7,8,5.5,0.36,9,n/a,http://ndb.nal.usda.gov/ndb/foods/show/7886,Baked Products
28151,KEEBLER， TRADITIONS， Iced Oatmeal Cookies,奇宝，传统，冰燕麦饼干,2.7,3.5,5.4,36.3,71,463,18,493,110,0.2,2.3,n/a,6,33,n/a,n/a,0.01,n/a,n/a,n/a,2.1,0.17,0.27,n/a,n/a,n/a,n/a,1,5.8,4.2,0.25,6.7,n/a,http://ndb.nal.usda.gov/ndb/foods/show/7887,Baked Products
28152,KEEBLER， Vanilla Wafers Minis， Rainbow,奇宝，香草晶圆扭蛋，彩虹,1.3,4.1,4,31.1,72.3,466,18.3,400,83,n/a,n/a,n/a,n/a,41,n/a,n/a,n/a,n/a,n/a,n/a,2.5,0.23,0.42,n/a,n/a,n/a,n/a,1,6,4.1,0.28,6.8,n/a,http://ndb.nal.usda.gov/ndb/foods/show/7888,Baked Products
28153,KEEBLER， Vienna Fingers with Creme Filling,奇宝，维也纳用手指乳酪填料,1.5,2.5,4.5,33.6,73.2,492,20.1,301,7,n/a,3.35,n/a,n/a,54,n/a,n/a,n/a,n/a,n/a,n/a,2.2,0.2,0.3,n/a,n/a,n/a,n/a,0,6.7,3.7,0.37,9.3,n/a,http://ndb.nal.usda.gov/ndb/foods/show/7889,Baked Products
28154,KEEBLER， Vienna Fingers with Creme Filling， Reduced Fat,奇宝，维也纳手指与乳酪填料，减少脂肪,1.5,2.8,4.5,37.2,78.1,465,15,366,9,n/a,3.4,n/a,n/a,91,n/a,n/a,n/a,n/a,n/a,n/a,2.28,0.2,0.3,n/a,n/a,n/a,n/a,0,4.9,2.7,0.27,7.1,n/a,http://ndb.nal.usda.gov/ndb/foods/show/7890,Baked Products
28155,KEEBLER， Waffle Bowls,奇宝，华夫碗,1.8,2,6.5,31.6,87.7,424,5.3,149,100,0.7,3,n/a,15,80,n/a,n/a,0.03,n/a,0,n/a,4.34,0.33,0.54,0.05,n/a,n/a,n/a,n/a,0.86,1.86,0.92,1.35,n/a,http://ndb.nal.usda.gov/ndb/foods/show/7891,Baked Products
28156,KEEBLER， Waffle Cones,奇宝，华夫格锥,1.8,2,6.5,31.6,87.7,424,5.3,149,100,0.7,3,n/a,15,80,n/a,n/a,0.03,n/a,0,n/a,4.34,0.33,0.54,0.05,n/a,n/a,n/a,n/a,0.86,1.86,0.92,1.35,n/a,http://ndb.nal.usda.gov/ndb/foods/show/7892,Baked Products
28157,KEEBLER， WHEATABLES， Honey Wheat Crackers,奇宝，WHEATABLES，蜂蜜小麦饼干,3.3,1.7,7.6,15,67,482,20.4,679,n/a,n/a,2.9,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.71,0.24,0.42,n/a,n/a,n/a,n/a,0,4.7,6.5,1.26,7.9,n/a,http://ndb.nal.usda.gov/ndb/foods/show/7893,Baked Products
28158,KEEBLER， WHEATABLES， Nut Crisp Crackers， Roasted Almond,奇宝，WHEATABLES，坚果脆饼干，烤杏仁,3.9,1.7,8.4,11.7,66.5,472,20.4,743,165,1.1,2.9,n/a,43,185,n/a,n/a,0.07,n/a,n/a,n/a,4.5,0.33,0.51,0.45,n/a,n/a,n/a,0,3.1,6.1,0.2,10.6,n/a,http://ndb.nal.usda.gov/ndb/foods/show/7894,Baked Products
28159,KEEBLER， WHEATABLES， Nut Crisp Crackers， Toasted Pecan,奇宝，WHEATABLES，坚果脆饼干，烤山核桃,3.8,1.7,7.6,11.6,65.7,483,22,654,145,1.2,4.6,n/a,34,172,n/a,n/a,0.07,n/a,n/a,n/a,3.6,0.26,0.45,n/a,n/a,n/a,n/a,0,3.6,6.6,0.2,11.2,n/a,http://ndb.nal.usda.gov/ndb/foods/show/7895,Baked Products
28160,KELLOGG'S， ALL-BRAN， Garlic and Herb Crackers,家乐氏，全麸，大蒜，香草饼干,16.3,2.5,8.6,10,63.5,467,19.9,850,224,0.87,3.5,67,21,364,n/a,n/a,n/a,n/a,n/a,n/a,4.3,0.22,0.3,n/a,n/a,n/a,n/a,0,3.2,5.2,0,11.5,n/a,http://ndb.nal.usda.gov/ndb/foods/show/7896,Baked Products
28161,KELLOGG'S， ALL-BRAN， Multigrain Crackers,家乐氏，ALL-BRAN，杂粮饼干,16.4,2.5,8.6,12.9,65.7,415,20,690,219,2,2.5,n/a,71,363,n/a,n/a,0.23,n/a,0.1,n/a,3.7,0.2,0.24,0.45,n/a,n/a,n/a,0,3.2,4.8,0.2,11.3,n/a,http://ndb.nal.usda.gov/ndb/foods/show/7897,Baked Products
28162,KELLOGG'S， Corn Flakes Crumbs,家乐氏玉米片屑,1.2,3,7.5,9.3,84.4,367,0.4,638,169,1,13.3,n/a,40,87,0,n/a,0.6,64,0,n/a,4.8,2.6,2.02,0,n/a,212,0,0,0.1,0.1,0,0.2,n/a,http://ndb.nal.usda.gov/ndb/foods/show/7898,Baked Products
28163,KELLOGG'S， POP-TARTS， Frosted Apple Strudel Toaster Pastries,家乐氏，POP-挞，磨砂苹果卷烤面包机糕点,1.5,12.8,4.4,28,70.5,395,10.8,329,60,0.3,4.9,n/a,6,45,0,n/a,0.71,363,0,n/a,4.9,0.48,0.4,0,n/a,1209,0,0,3.5,2.4,0.2,4,n/a,http://ndb.nal.usda.gov/ndb/foods/show/7899,Baked Products
28164,KELLOGG'S， POP-TARTS， Frosted Blueberry Muffin Toaster Pastries,家乐氏，POP-挞，蓝莓磨砂烤面包机松饼糕点,1.1,12.8,4,27.6,70.9,397,10.9,398,65,0.3,3.6,n/a,6,45,0,n/a,0.4,300,0,n/a,4,0.34,0.3,0,n/a,1000,0,0,3.5,2.4,0.2,4,n/a,http://ndb.nal.usda.gov/ndb/foods/show/7900,Baked Products
28165,KELLOGG'S， POP-TARTS， Chocolate Chip Cookie Dough Toaster Pastries,家乐氏，POP-挞，巧克力饼干面团烤面包糕点,1.5,12.8,4.5,35.5,69.4,387,10.5,382,71,0.3,3.6,200,12,83,0,n/a,0.4,300,0,n/a,4,0.34,0.3,0,n/a,1000,0,0,3.8,2.4,0.2,3.4,n/a,http://ndb.nal.usda.gov/ndb/foods/show/7901,Baked Products
28167,KELLOGG'S， POP-TARTS， Frosted Cinnamon Roll Toaster Pastries,家乐氏，POP-挞，磨砂肉桂卷烤面包机糕点,1.4,12,4.7,26.2,67.8,416,14.1,329,74,0.3,3.6,n/a,7,43,0,n/a,0.4,300,0,n/a,4,0.34,0.3,0,n/a,1000,0,0,4.6,3.1,0.2,5.3,n/a,http://ndb.nal.usda.gov/ndb/foods/show/7902,Baked Products
28168,KELLOGG'S， POP-TARTS， Frosted Confetti Cake Toaster Pastries,家乐氏，POP-挞，磨砂五彩纸屑蛋糕烤面包机糕点,1.3,12.75,4.4,29.3,73,375,7.4,460,55,0.3,5.1,209,8,120,0,n/a,0.58,355,0,n/a,5,0.49,0.44,0,n/a,1182,0,0,2.5,1.5,0.1,2.6,n/a,http://ndb.nal.usda.gov/ndb/foods/show/7903,Baked Products
28169,KELLOGG'S， POP-TARTS， Frosted Cookies & Creme Toaster Pastries,家乐氏，POP-挞，磨砂饼干和烤面包机霜糕点,2.6,12.8,4.9,38.3,69.3,379,9.8,597,178,0.5,8.4,241,32,141,0,n/a,0.78,397,0,n/a,4.8,0.49,0.7,0,n/a,1321,0,0,3.4,2.2,0.2,3.4,n/a,http://ndb.nal.usda.gov/ndb/foods/show/7904,Baked Products
28170,KELLOGG'S， POP-TARTS， Frosted Orange Cream Toaster Pastries,家乐氏，POP-挞，橙色磨砂霜烤面包机糕点,1.1,12.75,3.9,31.8,70.6,401,11.5,387,47,n/a,4.6,n/a,n/a,44,0,n/a,0.4,300,n/a,n/a,4,0.34,0.3,0,n/a,1000,0,2,3.9,2.4,0.15,4,n/a,http://ndb.nal.usda.gov/ndb/foods/show/7905,Baked Products
28171,KELLOGG'S， POP-TARTS， Frosted Pumpkin Pie Toaster Pastries,家乐氏，POP-挞，磨砂南瓜饼烤面包机糕点,1.5,12.75,4.7,28.6,70.6,394,10.5,345,97,0.3,3.6,n/a,30,58,0,n/a,0.4,300,0,n/a,4,0.34,0.3,0,n/a,1000,0,2,3.4,2.3,0.1,3.9,n/a,http://ndb.nal.usda.gov/ndb/foods/show/7906,Baked Products
28172,KELLOGG'S， POP-TARTS， Frosted Spring Berry Toaster Pastries,家乐氏，POP-挞，磨砂春季贝瑞烤面包机糕点,1.3,12.75,4,31.3,72.3,390,9.6,321,52,0.3,3.5,n/a,6,43,0,n/a,0.38,289,0,n/a,3.8,0.33,0.29,0,n/a,962,0,0,3.1,2.1,0.1,3.6,n/a,http://ndb.nal.usda.gov/ndb/foods/show/7907,Baked Products
28173,KELLOGG'S， POP-TARTS， Frosted Sugar Cookie Toaster Pastries,家乐氏，POP-挞，磨砂糖饼干糕点烤面包机,1.3,12.8,4.5,27.5,70.2,393,10.6,393,56,0.3,3.6,200,8,66,0,n/a,0.4,300,0,n/a,4,0.34,0.3,0,n/a,1000,0,0,3.5,2.3,0.1,3.8,n/a,http://ndb.nal.usda.gov/ndb/foods/show/7908,Baked Products
28174,KELLOGG'S， POP-TARTS， Frosted Waffle Cone Toaster Pastries,家乐氏，POP-挞，磨砂华夫格锥烤面包机糕点,1.2,12.75,3.9,32.4,74.3,373,6.8,432,84,0.3,3.6,200,10,45,0,n/a,0.4,300,0,n/a,4,0.34,0.3,0,n/a,1000,0,0,2.3,1.4,0.1,2.4,n/a,http://ndb.nal.usda.gov/ndb/foods/show/7909,Baked Products
28175,KELLOGG'S， POP-TARTS， Frosted Wild Fruit Fusion Toaster Pastries,家乐氏，POP-挞，磨砂野果融合烤面包机糕点,1.3,12.75,3.9,30.8,72.3,391,9.7,334,53,0.3,3.6,n/a,6,47,0,n/a,0.4,300,0,n/a,4,0.34,0.3,0,n/a,1000,0,0,3.1,2.1,0.2,3.6,n/a,http://ndb.nal.usda.gov/ndb/foods/show/7910,Baked Products
28176,KELLOGG'S， POP-TARTS， Frosted Wild Grape Toaster Pastries,家乐氏，POP-挞，磨砂野生葡萄糕点烤面包机,1.3,12.8,4.1,30.5,71.8,390,9.8,334,53,0.3,4.8,n/a,6,45,0,n/a,0.73,370,0,n/a,4.9,0.48,0.39,0,n/a,1232,0,0,3.1,2.1,0.2,3.6,n/a,http://ndb.nal.usda.gov/ndb/foods/show/7911,Baked Products
28177,KELLOGG'S， POP-TARTS， Frosted Wild Strawberry Toaster Pastries,家乐氏，POP-挞，磨砂野草莓烤面包机糕点,1.3,12.75,3.9,30.6,72.1,391,9.7,333,53,0.3,3.6,n/a,6,47,0,n/a,0.4,300,0,n/a,4,0.34,0.3,0,n/a,1000,0,0,3.1,2.1,0.1,3.6,n/a,http://ndb.nal.usda.gov/ndb/foods/show/7912,Baked Products
28178,KELLOGG'S， POP-TARTS， Ice Cream Shoppe Frosted Hot Fudge Sundae Toaster Pastries,家乐氏，POP-挞，冰淇淋专柜磨砂热软糖圣代烤面包机糕点,3.3,13.6,4.4,24.7,69.8,391,10.8,399,125,n/a,3.6,200,n/a,45,0,n/a,0.4,300,n/a,n/a,4.2,0.34,0.3,0,n/a,1000,0,2,3.9,2.2,0.2,3.6,n/a,http://ndb.nal.usda.gov/ndb/foods/show/7913,Baked Products
28179,KELLOGG'S， POP-TARTS， Ice Cream Shoppe Frosted Ice Creme Sandwich Toaster Pastries,家乐氏，POP-挞，冰淇淋专柜磨砂冰霜三明治炉糕点,3.5,13,4.6,23.5,69.4,390,10.9,374,104,0.5,3.8,208,18,101,0,n/a,0.4,313,n/a,n/a,4.2,0.35,0.31,0,n/a,1042,0,2,3.8,2.2,0.2,3.7,n/a,http://ndb.nal.usda.gov/ndb/foods/show/7914,Baked Products
28180,KELLOGG'S， POP-TARTS， Ice Cream Shoppe Frosted Rainbow Chip Toaster Pastries,家乐氏，POP-挞，冰淇淋专柜磨砂彩虹芯片烤面包机糕点,1.1,12.8,4,30.3,70.8,400,11.2,391,65,0.3,3.6,200,8,87,0,n/a,0.4,300,0,n/a,4,0.34,0.3,0,n/a,1000,0,3,4,2.3,0.2,3.8,n/a,http://ndb.nal.usda.gov/ndb/foods/show/7915,Baked Products
28181,KELLOGG'S， POP-TARTS， Ice Cream Shoppe Frosted Strawberry Milkshake Toaster Pastries,家乐氏，POP-挞，冰淇淋专柜磨砂草莓奶昔烤面包机糕点,2.7,12.8,4,23.9,70,397,11.3,390,48,0.3,3.8,208,7,45,0,n/a,0.4,313,0,n/a,4.2,0.35,0.31,0,n/a,1042,0,2,3.9,2.4,0.2,4,n/a,http://ndb.nal.usda.gov/ndb/foods/show/7916,Baked Products
28182,KELLOGG'S， POP-TARTS， Ice Cream Shoppe Frosted Vanilla Milkshake Toaster Pastries,家乐氏，POP-挞，冰淇淋专柜磨砂香草奶昔烤面包机糕点,2.7,12.8,4,23.9,70.1,398,11.3,391,49,0.3,3.8,208,7,45,0,n/a,0.4,313,0,n/a,4.2,0.35,0.31,0,n/a,1042,0,2,4,2.4,0.2,4,n/a,http://ndb.nal.usda.gov/ndb/foods/show/7917,Baked Products
28183,KELLOGG'S， POP-TARTS MINI CRISPS， Cinnamon Brown Sugar Baked Bites,家乐氏，POP-挞MINI薯片，桂皮红糖烤叮咬,1.7,2.5,4.8,33.4,79,433,11,525,71,0.5,7.8,n/a,11,45,0,n/a,0.87,653,0,n/a,8.7,0.74,0.65,0,n/a,2174,0,0,3.5,2.5,0.2,4.1,n/a,http://ndb.nal.usda.gov/ndb/foods/show/7918,Baked Products
28184,KELLOGG'S， POP-TARTS MINI CRISPS， Frosted Chocolate Baked Bites,家乐氏，POP-挞MINI薯片，巧克力磨砂焗叮咬,2.2,2.5,5,35.8,78.9,438,11.6,487,160,0.6,7.8,n/a,21,58,n/a,n/a,0.9,653,n/a,n/a,8.7,0.74,0.65,n/a,n/a,2174,n/a,0,3.9,2.5,0.2,3.9,n/a,http://ndb.nal.usda.gov/ndb/foods/show/7919,Baked Products
28185,KELLOGG'S， POP-TARTS MINI CRISPS， Frosted Strawberry Baked Bites,家乐氏，POP-挞MINI薯片，磨砂草莓烤叮咬,1.5,2.5,4.7,35.3,79.1,440,11.8,510,68,0.5,9.4,n/a,10,44,0,n/a,0.99,1026,0,n/a,10.9,1.12,1.11,0,n/a,3416,0,0,4.5,2.4,0.1,4,n/a,http://ndb.nal.usda.gov/ndb/foods/show/7920,Baked Products
28186,KELLOGG'S， SPECIAL K， Cracker Chips， Cheddar,家乐氏，特殊K，饼干薯片，切达,9.2,2.8,6.4,4.3,73.7,382,9.4,750,569,0.4,1.8,81,52,120,0,n/a,0.36,129,0,n/a,4.1,0.08,0.57,0,n/a,431,0,3,2.4,1.8,0.1,4.1,n/a,http://ndb.nal.usda.gov/ndb/foods/show/7921,Baked Products
28187,KELLOGG'S， SPECIAL K， Cracker Chips， Sea Salt,家乐氏，特殊K，饼干薯片，海盐,10.8,2.8,6.8,0.6,75.4,361,7.6,760,870,1,1.8,n/a,72,190,0,n/a,0.39,n/a,0,n/a,4.4,0.08,0.61,0,n/a,n/a,0,0,1.4,2.1,0.1,4,n/a,http://ndb.nal.usda.gov/ndb/foods/show/7922,Baked Products
28188,KELLOGG'S， SPECIAL K， Cracker Chips， Sour Cream & Onion,家乐氏，特殊K，饼干薯片，酸奶油洋葱,9.8,2.8,7.1,3.5,74.3,365,8,764,783,1,1.7,69,67,202,0,n/a,0.38,n/a,0,n/a,4.1,0.18,0.58,1.35,n/a,n/a,0,2,2.2,2,0.1,3.7,n/a,http://ndb.nal.usda.gov/ndb/foods/show/7923,Baked Products
28189,KELLOGG'S， SPECIAL K， Cracker Chips， Southwest Ranch,家乐氏，特殊K，饼干薯片，西南牧场,9.3,2.8,6.2,4.3,74.8,380,8.7,750,566,0.4,2,74,52,119,0,n/a,0.36,n/a,0,n/a,4.1,0.08,0.56,0,n/a,n/a,0,2,1.8,1.9,0.1,4.3,n/a,http://ndb.nal.usda.gov/ndb/foods/show/7924,Baked Products
